"","X","Item","Participant","ID","Filename","DeletionMorph","DeviantPronun","Accentuation","Annotator","Order","WordDur","SyllNum","SegNum","ConsonantDur","PrecSeg","PrecSegVC","PrecSegDur","FollSeg","FollSegVC","FollSegDur","PrePauseDur","PostPauseDur","SentenceDur","GlottalStop","GlottalStopDur","LocSpeech","AffixDur","BaseDuration","FirstSyllDur","WordDurWithoutGlottalStop","AffixDurWithoutGlottalStop","Environment","Affix","WordFormFrequencyBNC","WordFormFrequencyAllCOCA","WordFormFrequencySpokenCOCA","Base","WordLemmaFrequencyBNC","BaseLemmaFrequencyBNC","SyllPhon","AffixStress","BaseInitialStress","SemanticTransparency","TypeOfRoot","Rating","TimeRating","TotalTime","Age","Sex","L1","Bilingual","Grow_Up_Region","Languages","Latin","Profession_Studies","University","Knowledge_English_Ling","Phonetics","Phonology","Morphology","Semantics","AccentuationCondition","Experiment","logWordFormFreq","logBaseLemmaFreq","logWordLemmaFreq","RelFreq","logRelFreq","Root","BaseFinalStress","SuffixAdjSuffix","LastSyllDur","InCorpus","Consonant","Orthography","median","TypeOfBase","ConsonantDurMS","PrePause","PostPause","GlobalSpeechRate","WordFreqCategorical","StressPattern"
"34",34,"immaterial","Experiment_1_participant_11",289,"Participant_11_259.TextGrid","N","N","Accented","Lara",178,0.8557268833,5,9,0.0893140629,"I","V",0.0324272898,"@","V",0.0512792445,0.306462585,0.2385361552,2.5942683296,"NoGlottalStop",0,10.517374381,0.1217413526,0.7339855307,0.1217413526,0.8557268833,0.1217413526,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,1004.83,804.63,19,"female","British English","I only know British English","Cuckfield. West Sussex. UK","I know a little weeny bit of spanish (did it for GCSE)","No knowledge of latin- always something I wish I was taught","I am currently studying English Language and English Language Teaching","Anglia Ruskin University","Not really. but did occur slightly in my English Language A-Level","As I have just started the course. I've had 2 lectures on it!","Just had 2 lectures on it!","Not as of yet.","Slightly. 2 lectures into it.","accented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",89.3140629,"pause","pause",1.54186055249603,"HighFreq","secondary-unstressed"
"35",35,"immaterial","Experiment_1_participant_22",2157,"Participant_22_161.TextGrid","N","N","Accented","Yannick",70,0.7292612165,4,8,0.1283398032,"I","V",0.065006299,"I","V",0.0402584872,0.056936769,0,1.808920808,"GlottalStop",0.0202828347,10.9700061084,0.213628937,0.5156322796,0.213628937,0.7089783818,0.1933461022,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,1236.11,1055.97,30,"Female","English","No","Cambridge UK","None","No","English Language teaching. 1st year","Anglia Ruskin Cambridge","No","currently Studying","currently Studying","currently Studying","currently Studying","accented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",128.3398032,"pause","no pause",2.21126319201476,"HighFreq","secondary-unstressed"
"36",36,"immaterial","Experiment_1_participant_29",3473,"Participant_29_244.TextGrid","N","N","Accented","Mandy",162,0.9513985776,5,10,0.0727047516,"I","V",0.0509845908,"I","V",0.0574845631,0,0,1.8709059417,"GlottalStop",0.1080204082,10.5108418651,0.2317097506,0.719688827,0.2317097506,0.8433781694,0.1236893424,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,1220.52,1005.9,61,"Female","British","no","UK","French medium","no","not currently","Leicester","yes","yes","yes","yes","yes","accented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",72.7047516,"no pause","no pause",2.13800165515825,"HighFreq","secondary-unstressed"
"37",37,"immaterial","Experiment_1_participant_12",544,"Participant_12_73.TextGrid","N","N","Accented","Simon",290,0.9299869954,5,10,0.1590567613,"I","V",0.1059853148,"@","V",0.0701198035,0.7380658241,0,3.1131129535,"NoGlottalStop",0,10.7528385341,0.2650420761,0.6649449193,0.2650420761,0.9299869954,0.2650420761,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,968.23,763.05,19,"female","British ","no","Kettering. Northamptonshire. England","Medium French. basic German and currently learning Spanish to a medium level","Slight knowledge- I study linguistics at uni and did English langueg and A-Level and we look at it in the history of language (basic level- studied for around 4 months) ","English Language and Linguistics (BA HONS) 2nd year","Anglia Ruskin University","Currently in my 2nd year of the course at university","Yes","Yes","Yes","Yes","accented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",159.0567613,"pause","no pause",1.28488752568483,"HighFreq","secondary-unstressed"
"38",38,"immaterial","Experiment_1_participant_10",135,"Participant_10_310.TextGrid","N","N","Unaccented","Yannick",236,0.6221271101,5,9,0.0809162718,"I","V",0.062373817,"I","V",0.0384156305,0,0,2.6387313134,"NoGlottalStop",0,14.4664970451,0.1432900888,0.4788370213,0.1432900888,0.6221271101,0.1432900888,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,1125.85,875.1,19,"Male","British English","No","England","Basic French","Yes. self study. minute proficiency","English Language and English Language Teaching. 1 ","Anglia Ruskin University","Studying now. 2 weeks","Studying now","Studying now","Studying now","Studying now","unaccented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",80.9162718,"no pause","no pause",3.41072998008407,"HighFreq","secondary-unstressed"
"39",39,"immaterial","Experiment_1_participant_25",2758,"Participant_25_266.TextGrid","N","N","Unaccented","Lara",186,0.6799904138,4,8,0.0812440178,"I","V",0.0405317917,"@","V",0.0663772529,0.3419683842,0,3.3083686552,"NoGlottalStop",0,11.7648717355,0.1217758095,0.5582146043,0.1217758095,0.6799904138,0.1217758095,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",2,828.11,684.54,39,"Male","British English","No","Bassingbourn. England UK","None","None","Chief Computing Technician","n/a","n/a","n/a","n/a","n/a","n/a","unaccented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",81.2440178,"pause","no pause",2.72037397823065,"HighFreq","secondary-unstressed"
"40",40,"immaterial","Experiment_1_participant_26",2841,"Participant_26_116.TextGrid","N","N","Accented","Viktoria",20,0.8595921539,5,9,0.0791923191,"I","V",0.068283142,"@","V",0.0564741504,0.0890147186,0,2.0930380448,"NoGlottalStop",0,10.4700816072,0.147475461,0.7121166928,0.147475461,0.8595921539,0.147475461,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,740.99,621.16,19,"Male","British English","No","Buckingham. England","None","No","Computer Gaming Technology. 2nd Year","Anglia Ruskin University","No","No","no","No","No","accented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",79.1923191,"pause","no pause",1.9110976075842,"HighFreq","secondary-unstressed"
"41",41,"immaterial","Experiment_1_participant_4",4578,"Participant_4_240.TextGrid","N","N","Accented","Viktoria",158,0.7381623205,5,10,0.0673833045,"I","V",0.0715336928,"@","V",0.0590522644,0.0407603243,0.2424137512,1.7919433107,"NoGlottalStop",0,13.5471558525,0.1389169974,0.5992453231,0.1389169974,0.7381623205,0.1389169974,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,827.78,687.64,29,"MALE","BRITISH","N/A","SPRATTON. NORTHAMPTONSHIRE","BASIC FRENCH AND GERMAN","KNOWLEDGE FROM BIOMEDICAL TERMS","BIOMEDICAL SCIENCE YEAR 2","ANGLIA RUSKIN","NO","NO","NO","NO","NO","accented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",67.3833045,"pause","pause",2.23221347244375,"HighFreq","secondary-unstressed"
"42",42,"immaterial","Experiment_1_participant_28",3235,"Participant_28_154.TextGrid","N","N","Unaccented","Lara",62,0.6377409382,4,8,0.061972687,"I","V",0.0711864926,"@","V",0.0680083144,0,0,3.2702305684,"NoGlottalStop",0,12.5442785943,0.1331591796,0.5045817586,0.1331591796,0.6377409382,0.1331591796,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,757.61,650.42,19,"Female","British English","No","Kent. England","Brazilian Portuguese. basic","No","Psychological and Behavioural Sciences. First Year","University of Cambridge","No","No","No","No","No","unaccented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",61.972687,"no pause","no pause",2.75209952685488,"HighFreq","secondary-unstressed"
"43",43,"immaterial","Experiment_1_participant_19",1800,"Participant_19_294.TextGrid","N","N","Accented","Lara",217,0.9329234074,4,8,0.0727765745,"I","V",0.0989558302,"@","V",0.0597457697,0.3213205836,0.1903373801,2.4638206163,"NoGlottalStop",0,8.575194852,0.1717324047,0.7611910027,0.1717324047,0.9329234074,0.1717324047,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",3,1680.43,1512.78,19,"male","British","Not bilingual","Brentwood. Essex","Can speak no other language","I know of latin but have never learnt or attempted to speak it","Film Year 1","Anglia Ruskin","NO","No","No","No","No","accented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",72.7765745,"pause","pause",1.62349481676427,"HighFreq","secondary-unstressed"
"44",44,"immaterial","Experiment_1_participant_30",3762,"Participant_30_117.TextGrid","N","N","Unaccented","Lara",21,0.6935734582,4,8,0.0912333698,"I","V",0.076935168,"I","V",0.0599164962,0.0458068783,0,3.3437752308,"NoGlottalStop",0,11.5344667613,0.1681685378,0.5254049204,0.1681685378,0.6935734582,0.1681685378,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,658.03,536.12,18,"Female","British English","N/A","North London","Proficient French and German. Medium proficient Spanish","No","MML- Year 1","Cambridge University","No","No","No","No","No","unaccented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",91.2333698,"pause","no pause",2.69156847538665,"HighFreq","secondary-unstressed"
"45",45,"immaterial","Experiment_1_participant_5",4783,"Participant_5_263.TextGrid","N","N","Accented","Simon",183,0.5945126443,4,8,0.080267892,"I","V",0.024009517,"@","V",0.0810941406,0,0,1.3375047968,"NoGlottalStop",0,13.4564000905,0.1042774091,0.4902352352,0.1042774091,0.5945126443,0.1042774091,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,679.63,564.35,20,"Male","British English","No","Nantwich","None","A couple of phrases","Computer Gaming Technology Extended course. First Year","Anglia Ruskin","No","No","No","No","No","accented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",80.267892,"no pause","no pause",2.99064347998606,"HighFreq","secondary-unstressed"
"46",46,"immaterial","Experiment_1_participant_15",1095,"Participant_15_62.TextGrid","N","N","Unaccented","Simon",278,0.6002595405,5,10,0.0695297255,"I","V",0.0436431026,"@","V",0.0615240189,0,0,2.916963649,"GlottalStop",0.0374516791,16.6594603253,0.1506245072,0.4496350333,0.1506245072,0.5628078614,0.1131728281,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,905.94,743.31,57,"female","British English","No","South East England","French - proficient. Italian - proficient. German - medium proficient","No","MA in Translation. 3rd year","Bristol","No","No","No","No","No","unaccented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",69.5297255,"no pause","no pause",3.08540012251623,"HighFreq","secondary-unstressed"
"47",47,"immaterial","Experiment_1_participant_13",743,"Participant_13_90.TextGrid","N","N","Accented","Lara",309,0.6326632339,5,9,0.033708037,"I","V",0.04958608,"@","V",0.052872942,0.2104047275,0.0974775373,1.7234369511,"NoGlottalStop",0,14.2255777122,0.0832941171,0.5493691169,0.0832941171,0.6326632339,0.0832941171,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,1011.46,825.5,35,"male","British","no","UK","none","yes. 2 years","law phd 5 year","ARU","no","No","No","No","No","accented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",33.708037,"pause","pause",2.32094362224679,"HighFreq","secondary-unstressed"
"48",48,"immaterial","Experiment_1_participant_24",2539,"Participant_24_208.TextGrid","N","N","Accented","Simon",122,0.782661379,5,9,0.0751497939,"I","V",0.0593879908,"@","V",0.0531151125,0.3258498525,0,4.7623048267,"NoGlottalStop",0,11.4992258993,0.1345377847,0.6481235943,0.1345377847,0.782661379,0.1345377847,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,1106.06,951.67,47,"m","English British ","no","United Kingdom","French basic","no","not applicable","not applicable","no","no","no","no","no","unaccented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",75.1497939,"pause","no pause",1.88984122762181,"HighFreq","secondary-unstressed"
"49",49,"immaterial","Experiment_1_participant_16",1126,"Participant_16_106.TextGrid","N","N","Unaccented","Yannick",9,0.7249069597,5,9,0.0779049195,"I","V",0.0750359228,"@","V",0.0442995317,0.0623547442,0,3.4969160167,"NoGlottalStop",0,12.4153863874,0.1529408423,0.5719661175,0.1529408423,0.7249069597,0.1529408423,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",3,1587.84,1397.33,23,"Male","English (British)","No","Canada","None","No","Zoology. 3rd year","Anglia Ruskin University","No","No","No","No","No","unaccented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",77.9049195,"pause","no pause",2.57369635330653,"HighFreq","secondary-unstressed"
"50",50,"immaterial","Experiment_1_participant_6",4884,"Participant_6_132.TextGrid","N","N","Unaccented","Lara",38,0.6761680286,4,8,0.0627704269,"I","V",0.0628136392,"@","V",0.0496101518,0.0587624257,0,3.1177007384,"NoGlottalStop",0,11.8313786838,0.1255840661,0.5505839625,0.1255840661,0.6761680286,0.1255840661,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,691.99,605.49,32,"Male","British English","No","England. Hertfordshire","Very Basic Spanish","No","BA Fine Art","Anglia Ruskin","No","No","No","No","No","unaccented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",62.7704269,"pause","no pause",2.8867427489589,"HighFreq","secondary-unstressed"
"51",51,"immaterial","Experiment_1_participant_8",5389,"Participant_8_40.TextGrid","N","N","Accented","Simon",254,0.7023424396,4,8,0.0646379734,"I","V",0.0615386747,"@","V",0.0703834786,0.1300169168,0.0579397473,3.4179040748,"NoGlottalStop",0,11.3904550668,0.1261766481,0.5761657915,0.1261766481,0.7023424396,0.1261766481,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,825.2,680.24,24,"female","British English","No","Surrey. England","None","No","English Language & Linguistics - First Year","Anglia Ruskin University","currently studying","currently studying","currently studying","currently studying","currently studying","unaccented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",64.6379734,"pause","pause",2.63319268271935,"HighFreq","secondary-unstressed"
"52",52,"immaterial","Experiment_1_participant_17",1396,"Participant_17_231.TextGrid","N","N","Unaccented","Viktoria",148,0.8072488838,5,10,0.080407892,"I","V",0.0617111641,"@","V",0.061263012,0.0761185617,0,3.7363454271,"NoGlottalStop",0,12.3877532697,0.1421190561,0.6651298277,0.1421190561,0.8072488838,0.1421190561,"m#mV","Neg",196,387,46,"material",196,20075,4,"secondary","unstressed","transparent","word",1,661.54,535.85,20,"Female","British English","No","3 years in Cambridge. 2 in Bristol. 3 in Felixstowe. 8 in Bradford. 2 in Abingdon","Basic French","No","2nd year Natural Sciences (Chemistry and materials)","Cambridge","No","No","No","No","No","unaccented","Experiment_1",5.27811465923052,9.90723053881496,5.27811465923052,0.00976338729763387,-4.62911587958444,NA,NA,NA,NA,NA,NA,"mm",1,"word",80.407892,"pause","no pause",2.40877086329393,"HighFreq","secondary-unstressed"
"53",53,"immature","Experiment_1_participant_11",285,"Participant_11_255.TextGrid","N","N","Accented","Lara",174,0.7250802761,2,3,0.0766880649,"I","V",0.0674917817,"@","V",0.0415986263,0.0876704969,0.6087883444,2.5465984081,"NoGlottalStop",0,4.13747291,0.1441798466,0.5809004295,0.0415986263,0.7250802761,0.1441798466,"m#mV","Neg",413,1150,151,"mature",444,2255,3,"secondary","unstressed","transparent","word",1,1004.83,804.63,19,"female","British English","I only know British English","Cuckfield. West Sussex. UK","I know a little weeny bit of spanish (did it for GCSE)","No knowledge of latin- always something I wish I was taught","I am currently studying English Language and English Language Teaching","Anglia Ruskin University","Not really. but did occur slightly in my English Language A-Level","As I have just started the course. I've had 2 lectures on it!","Just had 2 lectures on it!","Not as of yet.","Slightly. 2 lectures into it.","accented","Experiment_1",6.02344759296103,7.72090525193678,6.09582456243222,0.19689578713969,-1.62508068950455,NA,NA,NA,NA,NA,NA,"mm",1,"word",76.6880649,"pause","pause",1.57072272851391,"HighFreq","secondary-unstressed"
